Explored_history,Best_history,Cycle_number,Start_time,End_time,Break_start,Break_end,Staff_number
1461.0,1461.0,1,6,13,25,25,1
1534.0,1534.0,1,6,14,25,25,0
1606.0,1606.0,1,7,14,25,25,1
1574.0,1574.0,1,8,12,25,25,1
1532.0,1532.0,1,8,16,25,25,3
1612.0,1612.0,1,12,20,25,25,0
1534.0,1534.0,1,13,21,25,25,0
1526.0,1526.0,1,14,21,25,25,0
1579.0,1579.0,1,14,22,25,25,0
1605.0,1605.0,1,15,22,25,25,0
1619.0,1619.0,1,16,24,25,25,0
1631.0,1631.0,1,17,21,25,25,0
1605.0,1605.0,1,17,24,25,25,2
1607.0,1607.0,2,6,13,25,25,1
1589.0,1589.0,2,6,14,25,25,1
1569.0,1569.0,2,7,14,25,25,0
1598.0,1598.0,2,8,12,25,25,0
1575.0,1575.0,2,8,16,25,25,0
1600.0,1600.0,2,12,20,25,25,0
1612.0,1612.0,2,13,21,25,25,0
1605.0,1605.0,2,14,21,25,25,1
1597.0,1597.0,2,14,22,25,25,1
1564.0,1564.0,2,15,22,25,25,0
1551.0,1551.0,2,16,24,25,25,0
1520.0,1520.0,2,17,21,25,25,1
1607.0,1607.0,2,17,24,25,25,1
1516.0,1516.0,3,6,13,25,25,0
1547.0,1547.0,3,6,14,25,25,0
1597.0,1597.0,3,7,14,25,25,0
1518.0,1518.0,3,8,12,25,25,1
1608.0,1608.0,3,8,16,25,25,1
1545.0,1545.0,3,12,20,25,25,3
1488.0,1488.0,3,13,21,25,25,0
1557.0,1557.0,3,14,21,25,25,0
1479.0,1479.0,3,14,22,25,25,1
1559.0,1559.0,3,15,22,25,25,1
1197.0,1197.0,3,16,24,25,25,0
1375.0,1375.0,3,17,21,25,25,0
1443.0,1443.0,3,17,24,25,25,1
1611.0,1611.0,4,6,13,25,25,0
1583.0,1583.0,4,6,14,25,25,0
1562.0,1562.0,4,7,14,25,25,1
1504.0,1504.0,4,8,12,25,25,0
1578.0,1578.0,4,8,16,25,25,1
1614.0,1614.0,4,12,20,25,25,1
1620.0,1620.0,4,13,21,25,25,0
1635.0,1635.0,4,14,21,25,25,0
1637.0,1637.0,4,14,22,25,25,0
1595.0,1595.0,4,15,22,25,25,0
1450.0,1450.0,4,16,24,25,25,0
1529.0,1529.0,4,17,21,25,25,1
1577.0,1577.0,4,17,24,25,25,0
1594.0,1594.0,5,6,13,25,25,3
1525.0,1525.0,5,6,14,25,25,2
1525.0,1525.0,5,7,14,25,25,0
1463.0,1463.0,5,8,12,25,25,0
1287.0,1287.0,5,8,16,25,25,0
1523.0,1523.0,5,12,20,25,25,2
1490.0,1490.0,5,13,21,25,25,2
1424.0,1424.0,5,14,21,25,25,4
1508.0,1508.0,5,14,22,25,25,0
1566.0,1566.0,5,15,22,25,25,0
1615.0,1615.0,5,16,24,25,25,1
1644.0,1644.0,5,17,21,25,25,0
1536.0,1642.0,5,17,24,25,25,0
1642.0,1642.0,6,6,13,25,25,0
1642.0,1645.0,6,6,14,25,25,0
1624.0,1646.0,6,7,14,25,25,0
1623.0,,6,8,12,25,25,0
1619.0,,6,8,16,25,25,0
1621.0,,6,12,20,25,25,0
1524.0,,6,13,21,25,25,1
1584.0,,6,14,21,25,25,1
1621.0,,6,14,22,25,25,0
1630.0,,6,15,22,25,25,0
1558.0,,6,16,24,25,25,0
1584.0,,6,17,21,25,25,0
1491.0,,6,17,24,25,25,0
1546.0,,7,6,13,25,25,1
1579.0,,7,6,14,25,25,0
1619.0,,7,7,14,25,25,1
1634.0,,7,8,12,25,25,0
1629.0,,7,8,16,25,25,2
1629.0,,7,12,20,25,25,0
1623.0,,7,13,21,25,25,1
1635.0,,7,14,21,25,25,0
1537.0,,7,14,22,25,25,0
1620.0,,7,15,22,25,25,1
1641.0,,7,16,24,25,25,0
1620.0,,7,17,21,25,25,0
1590.0,,7,17,24,25,25,1
1558.0,,8,6,13,25,25,0
1609.0,,8,6,14,25,25,0
1515.0,,8,7,14,25,25,0
1641.0,,8,8,12,25,25,0
1625.0,,8,8,16,25,25,0
1645.0,,8,12,20,25,25,2
1646.0,,8,13,21,25,25,0
1625.0,,8,14,21,25,25,1
1635.0,,8,14,22,25,25,0
1577.0,,8,15,22,25,25,0
1618.0,,8,16,24,25,25,0
1638.0,,8,17,21,25,25,1
1621.0,,8,17,24,25,25,0
1628.0,,9,6,13,25,25,0
1621.0,,9,6,14,25,25,0
1590.0,,9,7,14,25,25,1
1640.0,,9,8,12,25,25,0
1628.0,,9,8,16,25,25,0
1615.0,,9,12,20,25,25,0
1634.0,,9,13,21,25,25,0
1613.0,,9,14,21,25,25,0
1575.0,,9,14,22,25,25,1
1636.0,,9,15,22,25,25,1
1602.0,,9,16,24,25,25,2
1623.0,,9,17,21,25,25,0
1617.0,,9,17,24,25,25,1
1638.0,,10,6,13,25,25,0
1584.0,,10,6,14,25,25,0
1630.0,,10,7,14,25,25,1
1644.0,,10,8,12,25,25,2
1590.0,,10,8,16,25,25,0
1639.0,,10,12,20,25,25,1
1638.0,,10,13,21,25,25,0
1609.0,,10,14,21,25,25,0
1644.0,,10,14,22,25,25,0
1636.0,,10,15,22,25,25,2
1634.0,,10,16,24,25,25,2
1621.0,,10,17,21,25,25,1
1629.0,,10,17,24,25,25,0
1626.0,,11,6,13,25,25,0
1610.0,,11,6,14,25,25,0
1638.0,,11,7,14,25,25,0
1634.0,,11,8,12,25,25,0
1608.0,,11,8,16,25,25,0
1640.0,,11,12,20,25,25,2
1548.0,,11,13,21,25,25,0
1594.0,,11,14,21,25,25,1
1638.0,,11,14,22,25,25,0
1627.0,,11,15,22,25,25,0
1642.0,,11,16,24,25,25,0
1631.0,,11,17,21,25,25,1
,,11,17,24,25,25,0
,,12,6,13,25,25,1
,,12,6,14,25,25,1
,,12,7,14,25,25,0
,,12,8,12,25,25,2
,,12,8,16,25,25,1
,,12,12,20,25,25,0
,,12,13,21,25,25,0
,,12,14,21,25,25,0
,,12,14,22,25,25,0
,,12,15,22,25,25,0
,,12,16,24,25,25,0
,,12,17,21,25,25,0
,,12,17,24,25,25,0
